Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
7447,Port Barrington,Wayne M. Krcmar,120700178.0,6.0,12631584.89,11605668.04,1025916.85,4532566.0,3506582.41,1025983.59,347621.06,296321.82,51299.24
7448,Port Byron,KJM LLC,140701324.0,6.0,14066609.94,12887787.66,1178822.28,3589120.0,2410297.72,1178822.28,398826.05,339884.91,58941.14
7449,Port Byron,PB RAMS INVESTMENT GROUP LLC,180700654.0,6.0,2708391.21,2483087.96,225303.25,915146.0,689842.75,225303.25,76202.09,64936.85,11265.24
7450,Port Byron,Tammy O'Neal,140703486.0,5.0,9774350.79,8990928.47,783422.32,2769451.0,1986028.58,783422.42,265824.5,226653.35,39171.15
7451,Posen,"8745 LYONS INC.,",180700855.0,6.0,35611552.42,32346532.55,3265019.87,13091548.0,9826527.77,3265020.23,1106344.69,943093.61,163251.08
7452,Posen,"Agnandi, Inc.",130705107.0,6.0,25369604.61,23470588.45,1899016.16,8002698.0,6103633.64,1899064.36,643073.29,548119.98,94953.31
7453,Posen,"D & D's Tap, Inc.",120700541.0,6.0,12730594.59,11667838.31,1062756.28,4962739.0,3899962.72,1062776.28,360438.32,307299.5,53138.82
7454,Posen,"Dirty D's 2, LLC",220700594.0,6.0,2664299.33,2448502.02,215797.31,1155837.0,940039.69,215797.31,73371.15,62581.27,10789.88
7455,Posen,E&S Food & Liquors LLC,190702294.0,6.0,10413921.78,9489786.3,924135.48,3958688.0,3034552.51,924135.49,313757.61,267550.8,46206.81
7456,Posen,"JJ's Pub, Inc.",120704374.0,6.0,11120939.07,10186623.63,934315.44,4197651.0,3263335.51,934315.49,316229.95,269514.05,46715.9
7457,Posen,"KEDZIE SERVICES, INC.",170703357.0,6.0,45411379.06,41380747.65,4030631.41,17555411.0,13524732.71,4030678.29,1365765.35,1164231.43,201533.92
7458,Posen,MS NAE'S PLACE INC.,180702863.0,6.0,18811347.35,17113767.45,1697579.9,6997582.0,5300001.85,1697580.15,575175.62,490296.59,84879.03
7459,Posen,"P.M.E.D., Inc.",150703007.0,5.0,1869426.38,1697011.71,172414.67,741879.0,569464.33,172414.67,58283.37,49662.64,8620.73
7460,Posen,PETE STEELE,190703381.0,6.0,3466230.22,3162167.67,304062.55,1106848.0,802785.45,304062.55,103381.68,88178.48,15203.2
7461,Posen,SILVER FLASH RESTAURANT INC.,120707127.0,6.0,4313830.41,3899289.24,414541.17,1392228.0,977680.61,414547.39,139849.08,119121.67,20727.41
7462,Potomac,LOLAS BAR AND GRILL LLC,170700946.0,6.0,17473076.26,16098461.41,1374614.85,5652133.0,4277507.9,1374625.1,466108.29,397377.05,68731.24
7463,Prairie Du Rocher,"American Legion, Joseph Park Post, No. 622",220703027.0,4.0,394621.03,371218.97,23402.06,145942.0,122539.94,23402.06,7956.78,6786.66,1170.12
7464,Prairie Du Rocher,"LDL Services, Inc.",120704793.0,6.0,8930016.23,8181901.75,748114.48,2983416.0,2235300.79,748115.21,253074.56,215668.81,37405.75
7465,Prairie Du Rocher,"Matt's Spin and Rinse Laundromat, LLC",220700001.0,4.0,478453.34,443988.48,34464.86,125885.0,91420.14,34464.86,11718.15,9994.89,1723.26
7466,Prairie Du Rocher,RHSTH Enterprise LLC,180700002.0,6.0,9319089.41,8601073.12,718016.29,2999565.0,2281529.13,718035.87,243058.57,207156.73,35901.84
7467,Prairie Grove,"2520 PG, Inc.",160702010.0,6.0,23653413.97,21652364.02,2001049.95,8140827.0,6139777.05,2001049.95,678033.92,577981.4,100052.52
7468,Prairie Grove,FORE GOLF LLC,150700986.0,4.0,780142.34,734273.56,45868.78,316620.0,270751.27,45868.73,15520.34,13226.87,2293.47
7469,Princeton,Beck Oil Company of Illinois,140702845.0,6.0,26661676.62,24464897.9,2196778.72,8188094.0,5991305.13,2196788.87,744805.97,634966.45,109839.52
7470,Princeton,Beck Oil Company of Illinois,170704123.0,6.0,29216722.73,26894543.4,2322179.33,9522045.0,7199729.32,2322315.68,786824.11,670708.23,116115.88
7471,Princeton,"Big River Entertainment, Inc.",150702991.0,6.0,9314777.52,8461360.21,853417.31,3230278.0,2376861.24,853416.76,289053.04,246382.04,42671.0
7472,Princeton,Black Rose III LLC,170703977.0,5.0,5036071.3,4645439.22,390632.08,1734602.0,1343970.32,390631.68,132285.66,112754.07,19531.59
7473,Princeton,"DHARMA OIL, INC.",180701848.0,6.0,8757127.71,8141788.54,615339.17,2834346.0,2219006.76,615339.24,208293.69,177526.7,30766.99
7474,Princeton,"DHARMA OIL, INC.",200701355.0,6.0,6742245.32,6167228.2,575017.12,2410301.0,1835283.88,575017.12,195506.03,166755.15,28750.88
7475,Princeton,"DHARMA VEER, INC.",190704157.0,6.0,9791264.23,8963189.63,828074.6,3667469.0,2839394.4,828074.6,281545.61,240141.85,41403.76
7476,Princeton,"DOWNTOWN PUB, INC.",190700237.0,6.0,3330319.97,3055572.1,274747.87,1175924.0,901168.73,274755.27,93221.32,79483.54,13737.78
7477,Princeton,"Expresslane, Inc.",140704173.0,5.0,6507075.7,6034802.96,472272.74,2081827.0,1609536.08,472290.92,159667.3,136052.65,23614.65
7478,Princeton,"J. B. SULLIVAN, LLC",150700954.0,5.0,4225284.45,3863843.23,361441.22,1526560.0,1165118.78,361441.22,122473.92,104401.82,18072.1
7479,Princeton,"JV ENTERPRISES OF ILLINOIS, INC.",190700463.0,5.0,29666.6,26548.76,3117.84,13323.0,10205.16,3117.84,1051.28,895.43,155.85
7480,Princeton,Mid American Oil Co.,140704175.0,5.0,237751.49,217786.67,19964.82,79107.0,59142.18,19964.82,6588.42,5590.19,998.23
7481,Princeton,PIN SPLITTER LANES LLC,150703734.0,4.0,2126561.98,1947855.17,178706.81,667820.0,489112.81,178707.19,60278.82,51343.39,8935.43
7482,Princeton,Princeton Lodge No 1339 Loyal Order of Moose,120806751.0,3.0,559706.12,514665.85,45040.27,205532.0,160491.39,45040.61,15224.85,12972.88,2251.97
7483,Princeton,"Road Ranger, L.L.C.",121006441.0,6.0,34744164.38,31926250.61,2817913.77,10459259.0,7640933.31,2818325.69,954458.51,813542.17,140916.34
7484,Princeton,Sandra Kuhn,120708019.0,6.0,5654763.46,5190279.54,464483.92,1819192.0,1354708.08,464483.92,157263.13,134038.95,23224.18
7485,Princeton,Scott Dall & Brad Dall,120705073.0,3.0,3698944.14,3418682.54,280261.6,1260752.0,980490.4,280261.6,94995.49,80982.38,14013.11
7486,Princeton,Skoonerz Inc.,120708847.0,5.0,1922331.65,1782712.19,139619.46,635891.0,496271.33,139619.67,47276.65,40295.69,6980.96
7487,Princeton,"SUZI'S II, LLC",130700897.0,6.0,12526403.5,11353311.73,1173091.77,4293099.0,3119980.23,1173118.77,396757.9,338101.81,58656.09
7488,Princeton,"THE CLIFF EVENT CENTER, LLC",220700960.0,6.0,807287.8,736023.3,71264.5,235559.0,164294.5,71264.5,24229.97,20666.75,3563.22
7489,Princeton,"YE OLDE UNDERGROUND INN, LTD.",120706174.0,6.0,14128955.68,12967348.44,1161607.24,4174523.0,3012911.5,1161611.5,394066.16,335985.51,58080.65
7490,Princeville,"American Liquor & Foodmart, LLC",170701056.0,6.0,14546459.13,13368192.49,1178266.64,5026901.0,3848604.34,1178296.66,399632.22,340717.33,58914.89
7491,Princeville,"Princeville Tap, Inc.",120709148.0,5.0,2030076.98,1868127.15,161949.83,786710.0,624760.17,161949.83,54403.89,46306.39,8097.5
7492,Prophetstown,AH-HA Enterprises Inc.,190700055.0,6.0,16174922.67,14687740.19,1487182.48,5423446.0,3936263.52,1487182.48,504347.53,429988.34,74359.19
7493,Prophetstown,"Familiares, Inc.",190700392.0,5.0,380068.4,348720.88,31347.52,137719.0,106371.46,31347.54,10576.11,9008.77,1567.34
7494,Prophetstown,"Prophet Mini-Mart, Inc.",180704349.0,5.0,6452487.65,5984877.59,467610.06,1876055.0,1408424.91,467630.09,158296.68,134915.11,23381.57
7495,Prophetstown,SEMPER FI SLOTS LLC,220701521.0,6.0,1027268.8,925879.29,101389.51,377887.0,276497.49,101389.51,34472.64,29403.14,5069.5
7496,Prophetstown,"Stumble Inn, Inc.",160700057.0,6.0,4776035.98,4318479.82,457556.16,1734097.0,1276540.73,457556.27,154823.72,131945.83,22877.89
7497,Prospect Heights,"Bays Northbrook Hospitality, Corp.",130706319.0,3.0,712467.17,664687.27,47779.9,225665.0,177884.9,47780.1,16020.41,13631.38,2389.03
7498,Prospect Heights,Blackhawk Restaurant Group LLC Series PCProspect,130702439.0,6.0,37152312.55,34033164.09,3119148.46,11957480.0,8838331.34,3119148.66,1055698.39,899740.91,155957.48
7499,Prospect Heights,"Fireside Land Development, L.L.C.",140702861.0,4.0,989982.5,910970.33,79012.17,350468.0,271455.75,79012.25,26603.83,22653.19,3950.64
7500,Prospect Heights,"GABIN CAFE, INC.",180701089.0,6.0,13814994.38,12679146.71,1135847.67,4952238.0,3816390.33,1135847.67,386112.86,329320.44,56792.42
7501,Prospect Heights,HOUSE OF MUSIC AND ENTERTAINMENT LLC,120706158.0,6.0,31318077.42,28437875.86,2880201.56,11428596.0,8548375.29,2880220.71,975028.09,831017.06,144011.03
7502,Prospect Heights,Js & S Corp.,130703643.0,6.0,15779035.32,14404177.86,1374857.46,5116026.0,3741035.57,1374990.43,465505.39,396755.75,68749.64
7503,Prospect Heights,LCI Highland of Illinois LLC,170704312.0,6.0,42181710.74,38626629.54,3555081.2,12319113.0,8763996.76,3555116.24,1204032.72,1026276.78,177755.94
7504,Prospect Heights,LOLA'S PIZZA PALACE LLC,170702949.0,5.0,151693.99,139924.02,11769.97,51508.0,39738.03,11769.97,3884.06,3295.56,588.5
7505,Prospect Heights,LOLA'S PIZZA PALACE LLC,200700592.0,5.0,208901.05,186667.4,22233.65,81552.0,59318.35,22233.65,7559.49,6447.82,1111.67
7506,Prospect Heights,M&M Pollo inc.,170701249.0,6.0,9512431.33,8650563.59,861867.74,3175790.0,2313919.14,861870.86,291407.14,248313.59,43093.55
7507,Prospect Heights,"PIZZA PAVIA, INC.",220703087.0,6.0,354323.26,319815.02,34508.24,136618.0,102109.76,34508.24,11732.91,10007.49,1725.42
7508,Prospect Heights,"PLAYERS PUB & GRILL, LLC",120704369.0,6.0,39614931.08,36033834.59,3581096.49,14728787.0,11147583.51,3581203.49,1213515.88,1034455.67,179060.21
7509,Prospect Heights,"PROSPECT HOSPITALITY, INC.",160702663.0,5.0,9130654.01,8392866.72,737787.29,3143861.0,2406049.25,737811.75,248331.03,211440.42,36890.61
7510,Prospect Heights,"Ruben's Bar & Grill, LLC",180701208.0,4.0,3785331.76,3484323.58,301008.18,1071050.0,770041.56,301008.44,102342.41,87292.02,15050.39
7511,Prospect Heights,"Sellis Enterprises, Inc.",130702711.0,6.0,17798133.74,16166710.23,1631423.51,5981510.0,4349758.4,1631751.6,551976.28,470388.66,81587.62
7512,Prospect Heights,Seoul Billiards Corp.,120707315.0,6.0,28650283.78,26347684.57,2302599.21,10246548.0,7943936.51,2302611.49,779512.88,664382.27,115130.61
7513,Prospect Heights,"Stella's - Prospect Heights, LLC",160702416.0,6.0,31125300.53,28382074.92,2743225.61,9973087.0,7229860.79,2743226.21,928373.39,791212.05,137161.34
7514,Prospect Heights,Taco Maya Arlington LLC,220702709.0,6.0,711141.42,639833.06,71308.36,281497.0,210062.54,71434.46,24287.93,20716.18,3571.75
7515,Pulaski,"Pulaski Bar & Grill, LLC",220702809.0,6.0,34690.95,32618.49,2072.46,11655.0,9581.99,2073.01,704.83,601.18,103.65
7516,Pulaski,"Stardust Grill, LLC",170700659.0,5.0,2436630.4,2233324.53,203305.87,847331.0,644025.13,203305.87,68456.92,58291.63,10165.29
7517,Pulaski County,"Andy's Subs 1, LLC",200702026.0,6.0,1808314.69,1672277.07,136037.62,531736.0,395698.38,136037.62,46253.23,39451.29,6801.94
7518,Pulaski County,Jill Bosecker,130701483.0,6.0,16598647.06,15407890.38,1190756.68,4995481.0,3804724.62,1190756.38,403620.83,344082.97,59537.86
7519,Pulaski County,"STAC VENTURES II, LLC",180700655.0,6.0,3287314.93,2974697.31,312617.62,1234820.0,922202.38,312617.62,106063.89,90432.95,15630.94
7520,Pulaski County,"STAC Ventures, Inc.",140702599.0,6.0,12644670.58,11557902.59,1086767.99,4003295.0,2916526.64,1086768.36,368221.55,313883.06,54338.49
7521,Pulaski County,"Wilson Liquor PB, LLC",170702135.0,5.0,5581553.03,5135625.72,445927.31,1835923.0,1389995.69,445927.31,151120.9,128824.49,22296.41
7522,Putnam County,"EDGEWOOD PARK GOLF CLUB, INC",180700106.0,3.0,385638.41,347718.99,37919.42,139460.0,101540.56,37919.44,12883.46,10987.47,1895.99
7523,Putnam County,Spring Valley Boat Club,190700462.0,6.0,3127603.46,2875500.99,252102.47,1132140.0,880037.38,252102.62,84204.99,71785.69,12419.3
7524,Quincy,"$LOTS OF FUN GAMING PARLOR, LLC",180702861.0,6.0,14733188.49,13436602.89,1296585.6,4598994.0,3302408.4,1296585.6,438951.47,374122.11,64829.36
7525,Quincy,ALIBI BAR INCORPORATED,210701476.0,4.0,3545648.21,3164588.45,381059.76,1029763.0,648702.96,381060.04,129560.49,110507.45,19053.04
7526,Quincy,Angela Kindhart,170703652.0,4.0,1327787.94,1210718.81,117069.13,388425.0,271355.91,117069.09,39678.87,33825.36,5853.51
7527,Quincy,B-BALL CORP,210701584.0,2.0,1299860.16,1149413.45,150446.71,390673.0,240226.29,150446.71,51151.87,43629.52,7522.35
7528,Quincy,"Barney's Group, LLC",170702749.0,6.0,33618902.76,30292787.28,3326115.48,9978098.0,6651929.67,3326168.33,1126316.94,960008.51,166308.43
7529,Quincy,"Barney's Group, LLC",170703476.0,3.0,1047515.28,932990.25,114525.03,359781.0,245256.04,114524.96,38662.94,32936.71,5726.23
7530,Quincy,"BARNEY'S GROUP, LLC, CEDAR CLUB SERIES",150700101.0,6.0,14974824.7,13459364.83,1515459.87,4981082.0,3465611.63,1515470.37,513101.64,437328.02,75773.62
7531,Quincy,"BARNEY'S GROUP, LLC, OAK SERIES",150700382.0,4.0,3140382.41,2764753.0,375629.41,1104097.0,728467.59,375629.41,126866.19,108084.73,18781.46
7532,Quincy,BARNEY'S TAVERN INC.,140700894.0,4.0,5162846.97,4608009.03,554837.94,1746906.0,1192068.06,554837.94,187760.79,160018.82,27741.97
7533,Quincy,BERGMAN GAMING LLC,210700781.0,6.0,9890097.23,8805920.51,1084176.72,3303457.0,2219062.58,1084394.42,368694.45,314474.62,54219.83
7534,Quincy,"CA$H COW FUNSINO, LLC",220702533.0,4.0,758604.9,674941.68,83663.22,278717.0,195018.48,83698.52,28457.45,24272.53,4184.92
7535,Quincy,CAPSTONE HOLDINGS LLC,190703754.0,6.0,10366337.58,9219328.76,1147008.82,3372529.0,2225519.83,1147009.17,389983.43,332632.96,57350.47
7536,Quincy,CAPSTONE HOLDINGS LLC,210702063.0,6.0,4214643.52,3751174.42,463469.1,1512133.0,1048642.4,463490.6,157587.08,134412.52,23174.56
7537,Quincy,"CASSANO'S OF QUINCY, LLC",200702283.0,3.0,520686.53,458639.01,62047.52,205276.0,143228.48,62047.52,21096.48,17994.03,3102.45
7538,Quincy,CHUCKIE'S INCORPORATED,130700226.0,3.0,4100493.14,3677713.35,422779.79,1385714.0,962933.85,422780.15,142910.28,121771.24,21139.04
7539,Quincy,"CLUB WEST OF QUINCY, INC",120709105.0,4.0,3074897.22,2779349.59,295547.63,1041317.0,745741.79,295575.21,99862.94,85084.16,14778.78
7540,Quincy,"COLUMBUS HOME ASSOCIATION OF QUINCY, INC.",150704467.0,4.0,942871.39,840493.5,102377.89,365027.0,262643.82,102383.18,34672.98,29553.81,5119.17
7541,Quincy,D & S GAMING LLC,210703563.0,6.0,3338730.51,2995932.29,342798.22,1048560.0,705761.78,342798.22,116551.52,99411.62,17139.9
7542,Quincy,"D2G Holdings, LLC",150701149.0,5.0,963979.09,881029.46,82949.63,354354.0,271404.37,82949.63,27955.64,23808.13,4147.51
7543,Quincy,DB2 EVENTS LLC,230701206.0,3.0,4773.88,3281.43,1492.45,2439.0,946.0,1493.0,507.63,432.98,74.65
7544,Quincy,DOWN HOME LLC,220703696.0,4.0,244160.96,221194.92,22966.04,92543.0,69576.76,22966.24,7808.67,6660.34,1148.33
7545,Quincy,EASY MONEY GAMING PARLOR LLC,190703046.0,6.0,8738998.82,7734976.6,1004022.22,3130269.0,2126246.78,1004022.22,341367.9,291166.72,50201.18
7546,Quincy,"GEM CITY FRESH MEX, INC.",220701170.0,3.0,33476.94,28832.83,4644.11,12984.0,8339.89,4644.11,1579.01,1346.8,232.21
7547,Quincy,"GEN Z NIGHT CLUB, INC.",220702516.0,4.0,259762.02,237549.33,22212.69,99638.0,77425.31,22212.69,7552.41,6441.75,1110.66
7548,Quincy,GERALD LEE DAVIS,130706363.0,4.0,9836879.3,8700564.37,1136314.93,2888282.0,1751937.08,1136344.92,384964.7,328147.41,56817.29
7549,Quincy,"GPM Investments, LLC",180702392.0,3.0,6312858.59,5733199.94,579658.65,2047288.0,1467629.35,579658.65,196789.15,167806.16,28982.99
7550,Quincy,"GPM Investments, LLC",180702393.0,3.0,8448043.96,7778273.5,669770.46,2562321.0,1892450.47,669870.53,227502.36,194008.76,33493.6
7551,Quincy,"GPM Investments, LLC",200700789.0,4.0,1855727.67,1736319.11,119408.56,638959.0,519550.39,119408.61,40599.21,34628.78,5970.43
7552,Quincy,"Greek to Me, Inc.",190702337.0,2.0,681818.48,623656.13,58162.35,176002.0,117839.65,58162.35,19743.32,16835.15,2908.17
7553,Quincy,"GROOTENS, INC.",120707543.0,4.0,5420202.27,4942026.9,478175.37,1662119.0,1183943.55,478175.45,161492.54,137583.7,23908.84
7554,Quincy,"H and M C-Store, Inc.",170703728.0,4.0,9310951.42,8316963.0,993988.42,2918450.0,1924461.58,993988.42,336762.47,287063.08,49699.39
7555,Quincy,HAROLD T. SETTLES,130702363.0,4.0,1037130.69,919918.66,117212.03,356618.0,239406.02,117211.98,39464.3,33603.72,5860.58
7556,Quincy,Harrison Express Market LLC,180702892.0,3.0,4399439.54,3889138.99,510300.55,1304789.0,794488.45,510300.55,172976.36,147461.35,25515.01
7557,Quincy,HOMETOWN BAR & GRILL LLC,180700646.0,3.0,1157900.2,1065897.82,92002.38,411512.0,319509.74,92002.26,30439.3,25839.18,4600.12
7558,Quincy,HOUNDSTOOTH HOLDINGS LLC,210701257.0,6.0,2907462.44,2613614.99,293847.45,1010985.0,717137.55,293847.45,99908.35,85215.96,14692.39
7559,Quincy,"HYMT OF QUINCY, LLC",180700644.0,3.0,38700.14,37102.77,1597.37,9390.0,7792.72,1597.28,527.12,447.26,79.86
7560,Quincy,"Instant Replay, Inc.",180703146.0,6.0,9177188.68,8187693.72,989494.96,3185822.0,2196327.04,989494.96,335101.56,285626.71,49474.85
7561,Quincy,"JACKPOT JOY, LLC",210702068.0,4.0,2812455.67,2494499.63,317956.04,898216.0,580259.96,317956.04,108105.19,92207.37,15897.82
7562,Quincy,James May,190701951.0,3.0,1063361.77,958568.68,104793.09,374756.0,269962.91,104793.09,35585.64,30345.98,5239.66
7563,Quincy,"JDR BAR, Inc.",160702995.0,3.0,1035916.41,926781.48,109134.93,295482.0,186347.09,109134.91,36014.51,30557.77,5456.74
7564,Quincy,JERSEY STREET JACKPOTS LLC,210703076.0,4.0,3688583.89,3294406.88,394177.01,1257771.0,863583.19,394187.81,134023.91,114314.52,19709.39
7565,Quincy,John E Schutte & Paul E Workman,120709152.0,4.0,8061767.2,7244354.86,817412.34,2567969.0,1750556.66,817412.34,276657.55,235786.91,40870.64
7566,Quincy,JOHN H. SHAW,140702991.0,4.0,3458837.86,3142208.63,316629.23,1123703.0,807073.88,316629.12,107194.09,91362.62,15831.47
7567,Quincy,JOHN RICHARD BOCKE ll,200702961.0,4.0,3596076.64,3304268.65,291807.99,1047926.0,756118.01,291807.99,99214.82,84624.42,14590.4
7568,Quincy,JUDY K HUFF,120709782.0,4.0,7706565.57,6979831.33,726734.24,2314217.0,1587482.75,726734.25,246064.7,209727.95,36336.75
7569,Quincy,K.DYER INC.,120708850.0,4.0,4131701.79,3698010.93,433690.86,1430298.0,996343.77,433954.23,146925.5,125227.78,21697.72
7570,Quincy,"KETTLE OF CASH, LLC",190701027.0,4.0,6306189.22,5550966.34,755222.88,2280498.0,1525253.82,755244.18,255755.42,217993.21,37762.21
7571,Quincy,Lawrence Hutmacher,130705801.0,3.0,1732587.52,1597443.73,135143.79,518542.0,383398.23,135143.77,44878.64,38121.45,6757.19
7572,Quincy,"LINDA'S JUST ONE MORE, LLC",200700283.0,4.0,3181135.31,2862735.68,318399.63,1047852.0,729452.37,318399.63,108256.1,92336.1,15920.0
7573,Quincy,"LONG, INC.",180701696.0,4.0,5125274.93,4684663.47,440611.46,1539726.0,1099104.15,440621.85,149194.4,127163.21,22031.19
7574,Quincy,LUCKY J'S LLC,190701123.0,4.0,6361814.37,5640101.66,721712.71,1988237.0,1266524.29,721712.71,244699.1,208613.47,36085.63
7575,Quincy,"LUCKY Z'S, LLC",180704503.0,6.0,13665482.99,12523899.69,1141583.3,4025918.0,2884314.6,1141603.4,386783.88,329703.68,57080.2
7576,Quincy,"Lucky Z's, LLC",210701401.0,6.0,10237616.99,9286623.43,950993.56,3139604.0,2188610.44,950993.56,323337.88,275788.18,47549.7
7577,Quincy,"Lucky Z's, LLC",220703832.0,4.0,122301.3,111004.05,11297.25,43789.0,32491.75,11297.25,3841.04,3276.18,564.86
7578,Quincy,LZMZ PROPERTIES INC.,150701346.0,4.0,7617629.67,6800848.71,816780.96,2666687.0,1849905.94,816781.06,276566.28,235727.21,40839.07
7579,Quincy,"M ALLAN GAMING, INC.",180701032.0,3.0,892415.5,815854.9,76560.6,269292.0,192725.12,76566.88,25267.02,21438.68,3828.34
7580,Quincy,Mark W. Livermore and Linda K. Livermore,120708982.0,3.0,2351552.1,2135486.37,216065.73,638866.0,422780.27,216085.73,73166.07,62361.74,10804.33
7581,Quincy,MARY ELIZABETH HUMPHREY,150701282.0,3.0,8899436.29,8024010.51,875425.78,2386130.0,1510687.96,875442.04,296183.32,252411.11,43772.21
7582,Quincy,MATTHEW D MCDOWELL,200700729.0,3.0,419037.89,383606.44,35431.45,137046.0,101568.2,35477.8,12062.52,10288.63,1773.89
7583,Quincy,Maxamillion's  Inc,160701353.0,6.0,25196016.02,22731624.06,2464391.96,7276115.0,4811723.04,2464391.96,834350.58,711130.92,123219.66
7584,Quincy,MAXAMILLION'S INC,140702449.0,6.0,19085716.42,16952444.17,2133272.25,5991136.0,3857689.03,2133446.97,721960.2,615287.77,106672.43
7585,Quincy,Maxamillion's Inc,170703522.0,6.0,24860355.53,22300770.62,2559584.91,7664920.0,5105326.69,2559593.31,866363.72,738384.02,127979.7
7586,Quincy,"Maxamillion's, Inc.",210703252.0,6.0,3997680.63,3515229.16,482451.47,1379682.0,897218.63,482463.37,164037.69,139914.51,24123.18
7587,Quincy,MO MO BBQ INC.,200702996.0,2.0,850864.44,754931.87,95932.57,412167.0,316234.43,95932.57,32617.04,27820.42,4796.62
7588,Quincy,"Niemann Foods, Inc.",180701243.0,6.0,12399545.98,11270018.98,1129527.0,3771882.0,2642287.9,1129594.1,383327.59,326847.81,56479.78
7589,Quincy,"Niemann Foods, Inc.",180701244.0,6.0,11297580.75,10280393.1,1017187.65,3594774.0,2577586.3,1017187.7,344768.75,293909.28,50859.47
7590,Quincy,"Niemann Foods, Inc.",180701245.0,6.0,11728938.03,10628717.87,1100220.16,3862263.0,2762042.72,1100220.28,372906.31,317895.22,55011.09
7591,Quincy,"Niemann Foods, Inc.",180701246.0,6.0,13571135.02,12408552.33,1162582.69,4425733.0,3263129.31,1162603.69,393824.13,335693.94,58130.19
7592,Quincy,"Niemann Foods, Inc.",180704554.0,6.0,13805004.21,12592623.79,1212380.42,4262491.0,3050107.32,1212383.68,410932.36,350313.08,60619.28
7593,Quincy,"Niemann Foods, Inc.",190702437.0,6.0,11275391.59,10250227.3,1025164.29,3511474.0,2486309.66,1025164.34,348556.1,297297.84,51258.26
